Feedback_ID,Patient_ID,Employee_ID,rating,Comments,Created_On
560,452,66,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,1/22/14
561,720,264,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/29/00
562,492,128,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",2/27/16
563,770,259,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,10/4/14
564,570,184,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/19/24
565,50,10,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",9/15/00
566,953,300,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/8/10
567,880,77,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/22/18
568,931,43,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/16/07
569,557,169,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/9/14
570,91,65,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,5/31/13
571,38,159,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/19/00
572,496,167,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/4/05
573,201,63,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/8/02
574,985,187,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/16/22
575,511,20,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/16/09
576,995,265,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/16/09
577,771,252,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/2/10
578,969,83,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,5/29/01
579,291,27,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,6/30/15
580,992,196,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/3/15
581,762,6,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/21/05
582,843,34,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,1/18/13
583,153,69,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/10/09
584,534,209,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,3/21/08
585,709,227,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/21/01
586,412,282,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/7/11
587,209,11,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/1/10
588,485,283,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,1/19/11
589,757,275,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/18/08
590,466,72,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/15/10
591,802,89,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/31/03
592,944,243,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,12/29/10
593,947,64,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/11/16
594,836,279,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/6/22
595,340,281,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/13/18
596,245,234,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,9/21/19
597,139,268,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/29/01
598,431,170,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/13/05
599,822,283,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/26/13
600,11,35,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/3/03
601,993,275,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/25/20
602,582,163,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/10/00
603,735,29,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/30/24
604,42,41,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,6/5/06
605,900,298,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,10/24/05
606,22,130,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/23/02
607,829,56,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,12/4/24
608,167,147,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/26/15
609,718,195,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/8/06
610,305,109,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/24/11
611,978,295,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,3/9/22
612,762,2,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/2/07
613,760,131,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,4/14/00
614,624,58,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/1/20
615,88,165,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/24/16
616,758,146,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,3/27/24
617,244,299,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/19/00
618,91,47,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/6/14
619,14,284,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/24/02
620,907,26,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,1/2/03
621,559,299,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/5/24
622,691,116,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/14/12
623,126,155,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/16/12
624,276,83,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,3/2/20
625,479,145,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/8/05
626,762,165,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",10/27/08
627,938,241,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/11/05
628,565,15,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/28/04
629,362,246,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/13/09
630,951,218,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/14/06
631,889,252,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/28/10
632,766,17,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/18/21
633,590,119,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/20/14
634,556,123,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,1/13/15
635,712,219,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/4/24
636,997,73,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,3/14/24
637,162,138,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/22/06
638,266,23,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/15/18
639,961,5,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/15/06
640,714,154,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/27/03
641,666,87,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/3/05
642,402,258,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,4/18/02
643,167,35,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/2/05
644,354,213,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/26/24
645,152,9,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",9/17/23
646,217,266,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/22/15
647,318,53,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,1/16/03
648,579,254,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,12/6/13
649,669,273,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/6/04
650,128,238,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/30/18
651,170,90,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/30/17
652,52,239,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,4/6/06
653,953,6,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,4/23/20
654,504,299,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/9/04
655,529,169,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/18/11
656,616,268,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/2/19
657,349,286,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,1/11/07
658,576,283,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/2/05
659,85,79,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/13/18
660,591,61,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/14/04
661,948,197,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/24/03
662,880,276,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/2/09
663,977,107,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/17/01
664,528,271,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",9/20/14
665,600,98,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/21/04
666,689,42,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/11/10
667,710,295,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/8/12
668,714,47,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/2/24
669,138,57,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",6/30/14
670,999,120,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/11/21
671,980,184,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/28/19
672,507,67,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/4/03
673,949,19,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/8/01
674,259,161,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/12/19
675,289,163,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,3/31/22
676,918,175,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",11/17/07
677,225,109,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,3/13/02
678,326,93,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/30/08
679,30,288,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,9/7/15
680,915,32,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/3/02
681,169,84,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,2/18/14
682,135,36,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/1/03
683,379,231,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,1/25/03
684,496,18,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/2/00
685,583,68,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/22/07
686,225,254,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",12/1/03
687,621,118,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,4/13/15
688,115,160,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/21/14
689,738,256,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/2/13
690,839,207,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/11/07
691,221,44,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/12/22
692,299,112,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/1/16
693,682,146,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/21/00
694,442,276,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/9/02
695,782,265,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/15/13
696,395,155,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,9/27/16
697,844,260,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,7/4/12
698,294,23,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/3/20
699,17,147,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/11/11
700,352,101,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/3/02
701,242,196,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/26/16
702,876,120,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/18/07
703,387,85,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/17/24
704,438,262,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/21/22
705,571,290,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,1/4/20
706,731,144,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/12/15
707,208,136,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,5/5/05
708,724,229,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/12/04
709,710,149,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/15/12
710,970,139,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/26/09
711,609,200,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/8/11
712,703,201,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/6/02
713,871,178,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/23/01
714,820,51,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",2/26/04
715,568,196,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/20/12
716,470,163,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/19/15
717,769,157,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/5/00
718,620,132,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",11/14/13
719,898,188,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",12/29/10
720,216,17,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/1/09
721,203,165,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/24/07
722,813,245,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/9/12
723,426,160,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,10/8/10
724,810,205,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/12/15
725,135,172,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/2/07
726,325,82,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/18/16
727,494,142,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/7/11
728,287,260,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/18/10
729,139,286,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/9/18
730,874,200,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,12/20/24
731,869,233,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/16/05
732,787,85,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/30/03
733,778,281,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/26/07
734,347,92,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/19/11
735,108,269,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",6/6/18
736,351,242,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/20/14
737,536,113,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/8/08
738,560,47,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/23/15
739,883,15,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,1/1/10
740,165,13,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/20/24
741,590,293,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/3/14
742,298,68,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/21/09
743,877,119,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,6/22/11
744,437,7,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/17/08
745,731,131,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/5/02
746,178,89,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/11/19
747,122,160,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,10/6/24
748,967,187,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,1/8/05
749,383,49,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/2/22
750,878,256,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/20/05
751,409,155,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/21/07
752,565,169,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/20/00
753,957,134,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,9/24/23
754,411,18,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/20/15
755,246,116,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,3/21/18
756,300,164,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/22/02
757,395,96,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,6/8/23
758,994,172,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/31/08
759,673,270,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/8/18
760,333,257,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,3/12/13
761,520,274,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,1/21/01
762,889,54,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/23/23
763,770,58,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/15/07
764,443,282,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/27/10
765,221,204,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,3/14/08
766,947,35,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/27/18
767,916,232,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,9/18/12
768,266,68,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/22/15
769,54,165,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/23/05
770,844,239,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/28/11
771,877,46,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/7/12
772,556,132,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/24/21
773,759,51,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/8/22
774,309,254,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,1/4/13
775,959,92,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,3/13/03
776,529,69,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",11/26/18
777,520,78,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/10/09
778,721,100,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/4/13
779,603,2,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/4/23
780,803,8,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/19/14
781,761,124,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/15/04
782,573,147,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/25/04
783,943,184,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/16/04
784,858,239,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/29/20
785,744,79,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",10/30/06
786,55,158,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/18/06
787,653,283,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",12/27/08
788,29,17,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/6/00
789,857,163,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,6/29/23
790,944,223,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/21/04
791,606,253,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,11/7/15
792,96,108,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/16/12
793,420,293,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,2/10/25
794,580,203,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/16/20
795,473,59,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/4/07
796,494,194,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/18/01
797,430,73,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/28/24
798,223,18,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/17/22
799,15,247,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/15/10
800,966,117,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,6/25/05
801,668,179,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/10/17
802,914,266,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,3/5/16
803,531,284,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/29/10
804,558,32,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/13/09
805,298,52,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/3/07
806,852,35,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",6/20/12
807,858,230,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/21/08
808,671,58,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/24/07
809,856,51,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/20/06
810,599,72,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/3/18
811,125,84,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/3/10
812,116,70,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/11/01
813,764,179,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/18/17
814,260,290,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/27/09
815,897,259,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/8/06
816,262,129,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/15/06
817,240,73,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/20/09
818,450,146,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/7/12
819,896,292,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/20/22
820,140,173,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/9/09
821,774,216,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,9/2/09
822,394,139,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/4/13
823,7,287,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/18/03
824,725,198,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/19/18
825,381,240,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,10/5/19
826,388,126,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,10/20/14
827,62,229,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/11/18
828,644,96,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/9/02
829,852,285,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,4/16/17
830,793,261,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/19/18
831,211,19,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/29/16
832,663,29,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,1/28/04
833,762,255,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/4/23
834,249,5,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/2/00
835,463,132,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,1/10/19
836,71,236,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/13/16
837,414,227,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/8/07
838,813,79,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/26/07
